replicate,term,coefficient,first_stage_converged,first_stage_iterations,first_stage_gradient_max,n_frames,n_bootstrap_clusters
103,b_M_vs_N,0.03668772658374887,True,132,0.0013725782291440503,1193,1125
103,b_S_vs_N,-0.012740128820231495,True,132,0.0013725782291440503,1193,1125
104,b_C_vs_N,-0.026632604467893676,True,138,0.004394627594089262,1232,1125
104,b_M_vs_N,0.026136093417894378,True,138,0.004394627594089262,1232,1125
104,b_S_vs_N,-0.013365418664530788,True,138,0.004394627594089262,1232,1125
105,b_C_vs_N,-0.019908743053436134,True,147,0.00473691174698021,1200,1125
105,b_M_vs_N,0.025958145236848116,True,147,0.00473691174698021,1200,1125
105,b_S_vs_N,-0.018203685425493953,True,147,0.00473691174698021,1200,1125
106,b_C_vs_N,-0.012897314208732469,True,137,0.0032263143339130718,1202,1125
106,b_M_vs_N,0.03336547740435493,True,137,0.0032263143339130718,1202,1125
106,b_S_vs_N,0.007382572465264941,True,137,0.0032263143339130718,1202,1125
107,b_C_vs_N,-0.020818711412228443,True,131,0.0008730228755873259,1192,1125
107,b_M_vs_N,0.03182872799133654,True,131,0.0008730228755873259,1192,1125
107,b_S_vs_N,-0.006405210791500117,True,131,0.0008730228755873259,1192,1125
108,b_C_vs_N,-0.017681091754767623,True,141,0.004615759949458953,1199,1125
108,b_M_vs_N,0.03360887482910393,True,141,0.004615759949458953,1199,1125
108,b_S_vs_N,-0.02108819314111586,True,141,0.004615759949458953,1199,1125
109,b_C_vs_N,-0.012545593475883007,True,133,0.002003468193617408,1192,1125
109,b_M_vs_N,0.029242803448720024,True,133,0.002003468193617408,1192,1125
109,b_S_vs_N,-0.013177856421537923,True,133,0.002003468193617408,1192,1125
110,b_C_vs_N,-0.022113164206589497,True,152,0.0007850430552038823,1203,1125
110,b_M_vs_N,0.020062570295586297,True,152,0.0007850430552038823,1203,1125
110,b_S_vs_N,-0.0012575369386808755,True,152,0.0007850430552038823,1203,1125
111,b_C_vs_N,-0.01221740296270529,True,138,0.0009487181171514703,1195,1125
111,b_M_vs_N,0.03365102202317505,True,138,0.0009487181171514703,1195,1125
111,b_S_vs_N,-0.011672585893856986,True,138,0.0009487181171514703,1195,1125
112,b_C_vs_N,-0.014340662582265944,True,127,0.0008406642481777471,1189,1125
112,b_M_vs_N,0.02512697628982997,True,127,0.0008406642481777471,1189,1125
